"herdID","county","BCoVRes","BRSVRes","KlauvstatusRes","JurstatusRes","animalType","animalBreed","animalNumber"
2428,40,1,0,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2299,31,1,0,1,0,"Kvige","Hereford",5
3766,50,0,0,0,1,"Kvigekalv 8-16 uker","Andre kjøttferaser",6
2292,50,1,1,0,0,"Kvigekalv 16-24 uker","Scottish Highland",2
3486,55,0,1,0,0,"Ku","Holstein",2
3633,31,0,0,0,0,"Ung Okse","Hereford",3
2257,34,0,0,0,0,"Oksekalv 4-8 uker","Krysning - melkeraser",9
3822,31,0,0,1,0,"Kvige","Holstein",3
3550,11,0,0,0,0,"Kvigekalv 8-16 uker","Holstein",2
3324,42,0,0,0,1,"Ung Kvige","Jersey",3
2623,11,1,1,0,0,"Kvigekalv 8-16 uker","Krysning - kjøttfe",2
2102,40,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",6
2097,15,0,0,0,0,"Ung Okse","Hereford",2
3278,34,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
3698,11,0,0,0,0,"Kvige","Aberdeen angus",3
3055,34,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",8
3143,32,0,1,0,0,"Ung Kvige","Aberdeen angus",9
3786,50,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",1
2935,42,0,0,0,0,"Ung Kvige","Simmental",1
2527,42,0,1,0,0,"Ung Okse","Aberdeen angus",7
3226,31,1,1,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",4
2564,39,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
3186,32,0,0,0,1,"Ung Okse","Hereford",1
2360,50,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",6
2348,32,0,0,0,0,"Kvige","Andre kjøttferaser",10
3194,11,0,1,0,0,"Oksekalv 8-16 uker","Scottish Highland",9
2147,11,0,0,0,0,"Oksekalv 16-24 uker","Jersey",1
3351,11,0,0,1,0,"Kvigekalv 8-16 uker","Krysning - kjøttfe",5
3253,34,0,1,0,0,"Kvigekalv 16-24 uker","Limousin",1
3234,32,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
2892,40,0,0,0,0,"Ung Okse","Holstein",2
3494,50,1,0,1,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3649,11,1,1,0,0,"Oksekalv 16-24 uker","Andre kjøttferaser",6
2434,11,0,0,0,0,"Kvigekalv 4-8 uker","Holstein",6
3707,55,0,1,0,0,"Kvige","Krysning - kjøttfe",8
3323,31,1,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
2160,50,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
2994,11,0,0,0,0,"Ung Okse","Scottish Highland",6
3989,31,0,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",1
3559,11,0,1,0,0,"Kvige","Aberdeen angus",4
2430,32,0,0,0,0,"Ung Kvige","Hereford",1
2279,31,0,0,0,0,"Ung Kvige","Scottish Highland",2
3971,33,1,0,0,0,"Kvigekalv 4-8 uker","Simmental",7
2351,46,1,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3173,39,0,0,0,0,"Oksekalv 24-42 uker","Holstein",5
3270,56,0,1,0,0,"Kvigekalv 8-16 uker","Holstein",1
3407,18,1,1,0,0,"Oksekalv 4-8 uker","Aberdeen angus",2
2070,46,0,1,0,0,"Ung Okse","Andre kjøttferaser",6
2872,50,1,1,0,0,"Kvigekalv 8-16 uker","Charolais",1
2677,42,0,0,0,0,"Ung Kvige","Gamle norske raser",1
3792,34,1,1,0,1,"Ung Kvige","Gamle norske raser",3
3561,46,0,0,0,0,"Ung ku","Jersey",3
2290,46,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3077,50,1,1,0,0,"Oksekalv 8-16 uker","Andre kjøttferaser",2
3707,55,0,1,0,0,"Kvigekalv 24-42 uker","Krysning - kjøttfe",5
2275,40,0,0,0,0,"Kvige","Hereford",2
2135,39,0,0,0,0,"Kvige","Andre kjøttferaser",2
2406,46,1,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
3957,50,1,0,0,1,"Ku","Norsk Rødt Fe (NRF)",3
3896,33,0,0,0,0,"Oksekalv 4-8 uker","Limousin",6
2655,50,0,0,0,0,"Oksekalv 16-24 uker","Charolais",7
2924,32,0,0,0,0,"Ung Okse","Krysning - kjøttfe",4
2682,34,1,0,0,0,"Kvigekalv 4-8 uker","Limousin",3
2927,56,1,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",3
3780,32,1,1,0,0,"Oksekalv 8-16 uker","Charolais",4
3651,11,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
2971,42,1,0,1,0,"Brukt Okse","Norsk Rødt Fe (NRF)",2
2365,50,0,0,0,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",3
3282,55,0,1,0,0,"Oksekalv 8-16 uker","Simmental",5
2242,15,1,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
3433,39,0,0,0,0,"Kvige","Andre kjøttferaser",3
3131,56,0,0,0,0,"Ung Okse","Charolais",3
2526,18,0,1,0,0,"Kvigekalv 4-8 uker","Andre kjøttferaser",1
3546,34,0,0,0,0,"Ung Okse","Gamle norske raser",1
3528,39,0,0,1,0,"Kvigekalv 8-16 uker","Jersey",4
3551,40,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",6
3794,42,0,1,0,1,"Kvigekalv 16-24 uker","Holstein",2
2170,11,0,0,1,1,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
2084,50,0,0,1,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
3781,56,0,0,0,0,"Kvigekalv 16-24 uker","Charolais",1
2580,34,0,0,0,0,"Ung Kvige","Holstein",6
3098,32,0,1,0,0,"Ku","Holstein",6
2980,11,0,0,0,0,"Kvigekalv 1-3 uker","Gamle norske raser",3
3754,11,1,0,0,0,"Ku","Norsk Rødt Fe (NRF)",10
3208,11,0,0,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",8
3897,55,1,0,0,0,"Ku","Aberdeen angus",3
3015,50,0,0,0,0,"Ung Okse","Holstein",10
2832,42,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",3
2018,34,0,1,0,0,"Oksekalv 16-24 uker","Scottish Highland",7
2914,39,0,0,0,0,"Ung Kvige","Holstein",4
2614,39,0,0,0,0,"Oksekalv 24-42 uker","Limousin",5
3339,50,1,0,0,0,"Kvigekalv 8-16 uker","Krysning - melkeraser",1
2191,42,0,0,0,0,"Oksekalv 1-3 uker","Holstein",1
3474,40,0,0,0,0,"Oksekalv 1-3 uker","Hereford",1
3005,50,0,1,0,0,"Kvigekalv 16-24 uker","Gamle norske raser",2
2707,11,0,0,0,1,"Oksekalv 4-8 uker","Scottish Highland",3
3608,46,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3728,55,1,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",4
2025,18,0,0,0,0,"Ung Okse","Charolais",2
3367,34,0,0,0,0,"Oksekalv 8-16 uker","Charolais",2
3533,42,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",7
3194,11,0,1,0,0,"Ung Kvige","Scottish Highland",2
2930,50,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",5
2428,40,1,0,0,1,"Brukt Okse","Norsk Rødt Fe (NRF)",3
3277,15,0,0,0,0,"Ung ku","Jersey",9
3357,34,1,0,0,0,"Ung Okse","Krysning - melkeraser",6
2955,46,1,0,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
3751,40,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2275,40,0,0,0,0,"Ku","Hereford",1
3703,33,1,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",9
2548,32,0,0,0,0,"Brukt Okse","Krysning - melkeraser",5
2264,18,0,0,0,1,"Ung Okse","Limousin",1
3709,11,1,0,0,0,"Ung Okse","Jersey",1
3263,50,0,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",4
3633,31,0,0,0,0,"Kvige","Hereford",2
3091,50,0,0,0,0,"Ung ku","Gamle norske raser",2
3945,39,0,1,1,0,"Kvige","Aberdeen angus",2
2963,39,0,1,0,0,"Oksekalv 24-42 uker","Hereford",5
2681,50,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2725,11,0,0,0,0,"Oksekalv 8-16 uker","Gamle norske raser",1
2911,42,0,0,0,0,"Kvigekalv 8-16 uker","Holstein",4
3513,50,0,0,0,0,"Oksekalv 1-3 uker","Andre kjøttferaser",1
3989,31,0,0,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",5
3270,56,0,1,0,0,"Kvigekalv 24-42 uker","Holstein",1
3630,34,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
3883,33,0,0,0,0,"Ku","Krysning - melkeraser",6
2529,55,0,1,0,0,"Kvigekalv 16-24 uker","Scottish Highland",1
2245,42,1,0,0,1,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3651,11,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",6
2276,32,0,0,0,0,"Ung Kvige","Jersey",1
3196,42,0,1,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",2
3863,40,0,0,0,0,"Kvigekalv 24-42 uker","Gamle norske raser",5
3595,11,0,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",3
2992,42,0,0,0,0,"Ung Okse","Limousin",2
2856,40,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",9
3407,18,1,1,0,0,"Ung Kvige","Aberdeen angus",2
2250,46,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
2138,34,0,1,0,0,"Ku","Scottish Highland",8
3443,34,0,0,0,0,"Kvigekalv 4-8 uker","Limousin",1
3793,11,0,0,1,0,"Oksekalv 8-16 uker","Holstein",4
2907,46,0,0,0,0,"Ung ku","Charolais",4
3305,34,0,0,0,0,"Oksekalv 4-8 uker","Scottish Highland",2
2847,55,0,0,0,0,"Kvige","Hereford",5
3316,39,0,1,1,0,"Oksekalv 8-16 uker","Krysning - melkeraser",2
3289,34,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",8
2138,34,0,1,0,0,"Brukt Okse","Scottish Highland",1
3193,50,0,1,0,0,"Oksekalv 4-8 uker","Holstein",7
2298,39,1,1,0,0,"Ung ku","Andre kjøttferaser",5
3379,32,0,0,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",2
2158,33,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
3210,50,0,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",6
3867,46,0,0,0,0,"Ung Okse","Holstein",1
3452,34,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",3
3960,31,0,0,0,0,"Kvige","Hereford",1
3658,34,0,1,0,1,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
2345,34,0,0,1,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
3204,31,0,0,0,0,"Ung Kvige","Andre kjøttferaser",2
2394,56,0,0,0,0,"Kvigekalv 16-24 uker","Krysning - melkeraser",2
2274,42,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
2795,11,0,0,1,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",8
3027,40,0,0,1,1,"Oksekalv 4-8 uker","Gamle norske raser",3
3735,55,0,1,0,0,"Oksekalv 8-16 uker","Gamle norske raser",1
3673,40,0,0,0,0,"Kvige","Krysning - melkeraser",7
3091,50,0,0,0,0,"Ung Okse","Gamle norske raser",7
2925,40,0,0,0,1,"Ung Kvige","Andre kjøttferaser",1
3513,50,0,0,0,0,"Ung Kvige","Andre kjøttferaser",9
2433,11,1,0,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
3352,33,1,0,0,0,"Kvigekalv 4-8 uker","Charolais",2
3814,40,1,0,0,0,"Ung Okse","Scottish Highland",7
3817,11,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
2051,55,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
3199,32,0,0,0,0,"Oksekalv 4-8 uker","Gamle norske raser",6
2887,46,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
3047,11,0,0,1,0,"Oksekalv 4-8 uker","Holstein",3
2147,11,0,0,0,0,"Ku","Jersey",2
2071,39,0,0,0,0,"Kvige","Charolais",2
3337,34,0,1,0,0,"Ung Kvige","Limousin",9
3493,40,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",2
2146,31,0,0,0,1,"Ung Okse","Holstein",1
3659,11,0,0,0,0,"Oksekalv 16-24 uker","Holstein",8
2718,50,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2934,42,0,0,0,0,"Kvigekalv 16-24 uker","Holstein",5
3346,31,1,0,1,0,"Oksekalv 16-24 uker","Holstein",7
3675,42,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
3983,31,1,1,0,0,"Kvige","Limousin",5
3881,11,0,0,0,0,"Ung Kvige","Jersey",1
3764,56,0,0,0,0,"Ung Kvige","Andre kjøttferaser",1
2349,31,0,1,0,0,"Oksekalv 16-24 uker","Hereford",1
3575,11,0,1,0,0,"Oksekalv 16-24 uker","Hereford",3
2844,40,0,0,0,0,"Kvigekalv 16-24 uker","Holstein",2
3776,11,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2192,33,0,0,0,0,"Kvigekalv 4-8 uker","Holstein",4
2791,50,0,1,0,1,"Kvigekalv 8-16 uker","Scottish Highland",2
3137,11,0,0,0,0,"Ku","Holstein",4
3699,50,0,0,0,0,"Oksekalv 8-16 uker","Jersey",2
3616,11,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3191,39,0,1,0,0,"Kvigekalv 16-24 uker","Charolais",3
2547,42,0,1,0,0,"Oksekalv 8-16 uker","Gamle norske raser",4
2151,34,0,0,0,0,"Brukt Okse","Scottish Highland",1
3620,40,0,0,0,1,"Kvigekalv 4-8 uker","Hereford",7
3130,31,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",3
3550,11,0,0,0,0,"Ung ku","Holstein",1
2309,46,1,1,0,0,"Oksekalv 24-42 uker","Limousin",4
3509,40,1,0,0,1,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3910,11,1,0,0,0,"Ung Okse","Holstein",1
2325,11,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",6
3906,34,0,1,0,0,"Ung Kvige","Holstein",7
3030,46,0,0,0,0,"Kvigekalv 16-24 uker","Hereford",1
3541,50,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2544,33,0,1,0,0,"Kvige","Scottish Highland",5
3123,33,1,0,0,0,"Oksekalv 4-8 uker","Simmental",4
3453,34,0,0,0,1,"Ung ku","Krysning - melkeraser",1
2777,33,0,1,0,0,"Oksekalv 16-24 uker","Scottish Highland",1
3334,39,0,0,1,0,"Kvige","Gamle norske raser",1
2761,50,0,1,0,0,"Kvigekalv 16-24 uker","Holstein",7
3744,32,0,1,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",7
2107,46,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
3044,42,0,1,0,1,"Kvigekalv 16-24 uker","Holstein",3
3960,31,0,0,0,0,"Ku","Hereford",1
2623,11,1,1,0,0,"Kvigekalv 16-24 uker","Krysning - kjøttfe",1
3378,11,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",5
3113,11,0,0,0,1,"Ung Kvige","Andre kjøttferaser",4
3231,50,0,0,0,0,"Kvige","Hereford",9
2962,33,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2553,33,0,1,1,0,"Ku","Charolais",1
3457,33,0,1,0,1,"Kvigekalv 8-16 uker","Holstein",10
3095,33,0,0,0,1,"Kvigekalv 24-42 uker","Andre kjøttferaser",6
3876,31,0,0,1,0,"Ung Okse","Andre kjøttferaser",2
2007,33,0,0,0,0,"Kvige","Krysning - kjøttfe",4
2545,11,0,0,0,0,"Ung Okse","Simmental",1
3479,55,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",1
3574,50,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
3384,34,1,1,1,0,"Ung Okse","Krysning - melkeraser",1
2042,33,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",7
3792,34,1,1,0,1,"Oksekalv 8-16 uker","Gamle norske raser",1
2844,40,0,0,0,0,"Kvigekalv 4-8 uker","Holstein",1
2402,31,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",5
3286,11,0,0,0,0,"Kvigekalv 1-3 uker","Holstein",3
2003,34,1,1,0,0,"Oksekalv 4-8 uker","Limousin",3
3794,42,0,1,0,1,"Oksekalv 4-8 uker","Holstein",1
3588,50,1,0,0,0,"Oksekalv 8-16 uker","Gamle norske raser",4
2930,50,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3072,42,1,1,0,0,"Kvigekalv 24-42 uker","Holstein",10
2535,42,1,1,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",9
2110,34,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
2860,39,0,1,1,0,"Kvigekalv 1-3 uker","Andre kjøttferaser",7
2612,42,0,1,0,0,"Kvigekalv 8-16 uker","Holstein",1
3378,11,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2483,40,0,0,0,0,"Oksekalv 24-42 uker","Holstein",2
2959,55,1,1,0,0,"Brukt Okse","Jersey",10
2782,31,1,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
2193,18,0,0,1,0,"Ung Kvige","Holstein",7
3205,40,0,0,0,0,"Kvigekalv 4-8 uker","Limousin",7
2852,55,0,1,0,0,"Ung Okse","Jersey",5
3539,11,0,1,0,0,"Ung Kvige","Holstein",3
2069,11,0,1,1,0,"Ung Okse","Norsk Rødt Fe (NRF)",3
3365,50,0,0,0,0,"Ung Okse","Scottish Highland",3
2090,50,0,0,0,0,"Oksekalv 16-24 uker","Hereford",4
2082,32,0,1,0,0,"Kvige","Hereford",7
2475,42,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",9
2871,40,0,0,0,0,"Oksekalv 16-24 uker","Scottish Highland",10
3712,33,0,0,0,0,"Oksekalv 1-3 uker","Gamle norske raser",1
2405,11,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2636,50,0,0,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",9
2283,31,0,1,0,0,"Kvigekalv 1-3 uker","Charolais",1
3160,42,0,0,0,0,"Kvigekalv 24-42 uker","Charolais",3
3197,11,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
2208,33,0,0,0,0,"Oksekalv 8-16 uker","Aberdeen angus",1
3237,55,0,0,0,1,"Ung Okse","Limousin",1
3511,46,0,0,0,0,"Kvige","Hereford",4
3938,46,0,0,0,0,"Kvigekalv 1-3 uker","Holstein",2
3635,31,0,0,0,0,"Kvige","Scottish Highland",7
3758,31,0,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
3933,31,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
3498,39,0,1,0,0,"Ung Kvige","Charolais",4
3463,46,0,0,1,0,"Ku","Andre kjøttferaser",1
3711,55,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3174,33,1,0,0,0,"Ung Okse","Limousin",2
2449,50,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
2517,42,1,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2174,11,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",6
2924,32,0,0,0,0,"Kvige","Krysning - kjøttfe",1
2475,42,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",4
3813,34,1,0,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",4
3877,11,0,1,0,0,"Kvigekalv 4-8 uker","Aberdeen angus",8
2732,11,0,1,0,0,"Oksekalv 4-8 uker","Aberdeen angus",2
2586,42,0,0,0,0,"Kvigekalv 8-16 uker","Limousin",2
3111,42,1,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",10
2172,34,0,0,0,1,"Ung ku","Holstein",1
3122,11,0,0,0,0,"Ung Kvige","Limousin",5
2118,42,0,0,0,1,"Brukt Okse","Norsk Rødt Fe (NRF)",10
3498,39,0,1,0,0,"Ung ku","Charolais",1
3249,50,0,0,0,1,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",7
3263,50,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3383,40,0,1,0,0,"Kvigekalv 8-16 uker","Hereford",3
3666,11,0,0,0,0,"Kvigekalv 24-42 uker","Limousin",3
3210,50,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2709,34,1,0,0,0,"Ung Kvige","Aberdeen angus",1
2704,42,0,1,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
2525,55,1,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
3991,31,1,0,0,1,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",1
3037,31,0,0,0,0,"Ung Kvige","Jersey",1
2230,32,0,1,0,1,"Kvigekalv 8-16 uker","Jersey",6
2297,34,0,0,0,1,"Ung Okse","Krysning - melkeraser",1
2657,39,0,1,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
3806,50,0,1,0,0,"Kvige","Aberdeen angus",6
3610,31,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3758,31,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3515,40,0,0,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
2254,31,0,0,0,0,"Oksekalv 8-16 uker","Limousin",1
3352,33,1,0,0,0,"Kvigekalv 1-3 uker","Charolais",1
2630,15,1,0,0,0,"Kvigekalv 16-24 uker","Andre kjøttferaser",1
3801,42,1,0,0,0,"Kvigekalv 16-24 uker","Jersey",4
2130,40,0,0,0,0,"Ung Kvige","Gamle norske raser",2
3642,42,1,1,0,1,"Kvigekalv 16-24 uker","Aberdeen angus",4
3978,31,1,0,0,0,"Brukt Okse","Aberdeen angus",2
3510,50,0,0,0,0,"Kvigekalv 16-24 uker","Limousin",6
2503,46,0,0,0,0,"Kvigekalv 8-16 uker","Andre kjøttferaser",5
3622,32,0,1,0,0,"Ung ku","Holstein",4
2397,40,0,0,1,1,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",9
2364,31,1,0,1,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3059,11,0,0,1,0,"Oksekalv 1-3 uker","Holstein",6
3108,11,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3903,46,0,0,0,0,"Ung Kvige","Andre kjøttferaser",1
3940,33,1,0,0,0,"Kvigekalv 1-3 uker","Gamle norske raser",1
2400,55,0,0,0,0,"Kvigekalv 24-42 uker","Holstein",1
3990,33,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",8
3869,55,1,0,0,0,"Ung ku","Holstein",1
2192,33,0,0,0,0,"Oksekalv 4-8 uker","Holstein",3
2113,34,0,0,0,0,"Kvigekalv 24-42 uker","Hereford",3
3863,40,0,0,0,0,"Oksekalv 24-42 uker","Gamle norske raser",8
2476,11,0,1,0,0,"Oksekalv 4-8 uker","Gamle norske raser",9
2069,11,0,1,1,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",3
2608,39,0,0,0,0,"Oksekalv 24-42 uker","Aberdeen angus",1
3326,11,0,0,0,0,"Ung Kvige","Andre kjøttferaser",8
2905,11,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",4
2404,18,0,0,0,0,"Kvigekalv 16-24 uker","Andre kjøttferaser",1
3507,33,0,1,0,0,"Kvigekalv 4-8 uker","Limousin",1
2146,31,0,0,0,1,"Oksekalv 24-42 uker","Holstein",6
3314,18,0,0,0,0,"Ung Kvige","Jersey",4
3274,39,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2440,34,1,1,0,0,"Kvigekalv 8-16 uker","Andre kjøttferaser",1
2437,15,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3590,42,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3499,11,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",2
2645,11,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",9
3239,39,0,0,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",7
2684,50,0,0,0,0,"Kvigekalv 8-16 uker","Hereford",2
2808,56,0,0,0,0,"Oksekalv 24-42 uker","Scottish Highland",2
2261,32,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3464,34,0,0,0,0,"Kvige","Charolais",1
2873,39,1,1,1,0,"Kvigekalv 4-8 uker","Krysning - melkeraser",2
2463,39,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
2206,11,0,1,0,1,"Oksekalv 16-24 uker","Holstein",9
2631,31,1,1,1,0,"Ung Kvige","Simmental",8
3244,39,0,0,0,0,"Kvige","Andre kjøttferaser",1
3450,31,0,1,1,0,"Ung ku","Charolais",1
3315,46,0,0,0,0,"Ku","Hereford",7
2100,31,0,1,0,0,"Kvigekalv 24-42 uker","Scottish Highland",2
3213,15,0,0,0,0,"Kvige","Andre kjøttferaser",2
2177,46,0,1,0,1,"Ung Kvige","Norsk Rødt Fe (NRF)",5
3285,32,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
2655,50,0,0,0,0,"Brukt Okse","Charolais",3
3885,42,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3960,31,0,0,0,0,"Ung Okse","Hereford",1
3703,33,1,1,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",2
2394,56,0,0,0,0,"Ung Kvige","Krysning - melkeraser",10
3750,50,0,1,0,0,"Brukt Okse","Holstein",1
2576,11,0,0,0,0,"Oksekalv 8-16 uker","Jersey",5
2186,46,0,0,0,0,"Oksekalv 24-42 uker","Holstein",9
2653,32,1,0,0,0,"Kvigekalv 1-3 uker","Krysning - kjøttfe",7
3496,34,0,1,0,0,"Oksekalv 1-3 uker","Holstein",3
3811,34,0,0,1,0,"Ung Kvige","Krysning - kjøttfe",5
2162,50,0,1,0,0,"Kvige","Jersey",1
3481,32,0,1,0,0,"Ku","Holstein",1
